utt_num,speaker,xds,utterance,manual_morpheme_count
14521,MA3,A,that xxx meanwhie,3
6187,FA5,P,thats everything,3
8826,UC1,A,<open the door> = whines,3
8831,UC1,A,<open the door> = whines,3
8825,UC1,A,<open the door> = whines,3
9522,FA1,C,do you ki,3
11930,FA1,C,on his feet,3
684,FA1,C,Silas xxx okay,3
14888,FA1,A,sure Jenny xxx,3
2369,FA1,A,xxx food summer,3
7976,FA1,C,xxx Halloween xxx,3
11040,FA2,A,xxx your xxx,3
10403,UC2,C,<cuz>  because of her,3
10652,FA1,C,<dittle>  little baby mouse,3
10386,UC2,C,<get set go> = laughs,3
4127,FA1,C,<kay>  ok how <bout>  about,3
11487,FC1,C,<home is home> = sings,3
7046,MC2,C,<somethin>  something else,3
8829,UC1,A,<open the> = whines,2
4150,FA1,C,<yeah baby> = imitates,2
13446,MA1,A,all have,2
14531,MA3,A,also xxx,2
6482,FA5,C,and bite,2
474,FA1,C,and food,2
9703,FA1,C,bugs,2
11215,FA1,A,can you hear me,2
14933,UC1,A,can you help me,2
13006,FA1,C,chew chew,2
13117,FA1,C,come here,2
8200,FA1,C,come on,2
616,FA1,C,how come,2
526,FA1,A,how cute,2
9650,FA1,C,I know,2
5235,MA1,C,I mean,2
15264,FA1,C,I see,2
7872,FA1,C,leave that,2
10305,UC2,A,no no,2
16820,FA1,C,no no,2
10101,UC1,A,no purple,2
840,UC1,C,oh =laughs no,2
7381,FA1,O,oh dear,2
9531,FA1,C,oh no,2
16107,FA2,C,oo good,2
10299,UC2,C,out where,2
6644,MC1,C,please stop,2
8936,UC2,C,poor babe,2
7504,FA1,C,say hello,2
6647,MC1,C,screaming,2
9067,UC2,A,shall find,2
10751,FA1,C,what color,2
8101,FA1,C,what color,2
11683,FA1,C,which problem,2
6887,MC1,C,whole milk,2
5208,MA1,C,yeah on,2
5205,MA1,C,yeah on,2
12683,FA1,A,yeah so,2
11797,FA1,A,yeah xxx,2
10201,UC1,A,yes Daddy,2
508,FA1,C,you did,2
215,FA2,C,yum yum,2
9717,FA1,C,here bite,2
6467,FA5,C,here doggyc,2
7492,FA1,C,the white,2
4917,MA1,A,the who,2
8074,FA1,C,this one,2
8104,FA1,C,this one,2
2621,UC1,C,this side,2
15255,FA1,C,yes maam,2
6344,FA5,C,you could,2
8442,FA1,C,you done,2
5619,MA2,A,you wrote,2
9576,FA1,C,dopey,2
11088,FA1,A,extra large,2
8485,FA1,C,no maam,2
5146,MA1,C,not today,2
632,FA1,C,spit up,2
11880,FA1,C,thank you,2
10029,FA1,A,true that,2
10628,FA1,C,wakes,2
9112,FA4,A,and then,2
8605,FA1,C,high five,2
4566,UC1,A,Im xxx,2
15529,FA3,A,in here,2
2767,UC1,A,more apple,2
2725,UC1,A,more apple,2
9193,FA2,C,no Acersc no,2
13164,UC1,C,oh no,2
446,FA1,A,oh really,2
5472,MA1,A,oh sorry,2
9887,FA1,C,oh yeah,2
10018,FA1,A,oh yeah,2
11958,MA1,C,okay come on,2
5937,FA1,A,towards NewAlbany,2
14562,MA3,C,two step,2
12369,FA2,C,what sweetie,2
8155,FA1,C,which color,2
3333,UC3,C,xxx da,2
15687,UC1,A,xxx Daddy,2
14824,FA1,C,yeah cookie,2
4021,FA1,A,you know,2
9850,FA2,C,you weirdo,2
6983,MC2,C,a drum,2
9364,FA1,C,a ladybug,2
7485,FA1,C,a xxx,2
10184,UC1,A,and Paradise,2
16522,FA2,C,bye Henry,2
6537,MC1,A,Daddy xxx,2
10703,FA1,C,go ahead,2
10622,FA1,C,goes =imitatesturkey,2
198,FA2,C,just one,2
1811,FA1,C,let go,2
2412,FA1,A,like father,2
4755,FC2,B,like Megan,2
3707,FC1,A,like this,2
9719,FA1,A,long time,2
15681,UC1,C,make xxx,2
14283,FA1,A,oh jeez,2
14642,FA2,C,right Cot,2
6570,MC1,A,right here,2
15603,FA3,C,so nice,2
5417,MA1,C,so that,2
1838,FA1,C,did she,2
437,FA1,A,did you,2
14898,UC1,A,I think,2
5493,MA1,A,I under,2
9066,UC2,A,it ye,2
9794,MA1,A,so I,2
1883,FA1,A,swimming,2
15636,UC1,A,okay xxx,2
14561,MA3,C,one step,2
10618,FA1,C,the chick,2
13327,UC1,U,uh oh,2
11131,FA1,C,uh oh,2
15615,FA3,A,uhoh,2
9639,FA1,C,uhuh,2
3160,UC2,A,xxx though,2
8837,UC1,A,<come on> = whines,2
4242,FA1,C,<cuz>  because you,2
9415,FA1,C,<huh> = gasps sh,2
15339,FA1,A,<I> = laughs guess so =laughs,2
11844,FA1,C,western,2
11205,FA1,A,y uh,2
3032,UC2,A,<ugh> = groans,1
14908,UC1,A,ah,1
3330,UC3,C,ah,1
8696,UC1,A,ah,1
16127,FA2,C,alright =grunts,1
11301,FC1,C,boo,1
9675,FA1,C,book,1
13736,MA1,C,bop,1
4084,FA1,A,but,1
10611,FA1,C,chicken,1
15745,FA4,C,child,1
6331,FA5,C,down,1
10193,UC1,A,mm,1
10116,UC1,A,no,1
2942,UC2,A,no,1
9735,MA1,A,no,1
2972,UC2,C,no,1
9962,FA1,C,no,1
4693,MC1,C,no,1
7111,MC2,C,no,1
1850,FA1,C,no,1
13135,FA1,C,no,1
7869,FA1,C,no,1
14625,FA2,A,oh,1
6348,FA5,C,oh,1
3572,FC1,C,oh,1
15554,FA3,A,oh,1
13084,FA1,A,oh,1
11702,FA1,C,oh,1
3428,FC1,C,oh,1
10075,UC1,C,oh,1
16448,FA2,C,oh,1
10880,MA1,C,oh,1
11159,FA1,A,oh,1
9697,FA1,C,oh =shushes,1
4114,FA1,C,ok,1
1499,FA2,A,okay,1
3701,FC1,C,okay,1
1639,FA1,C,okay,1
7423,FA1,C,okay,1
15279,FA1,C,okay,1
2096,FA1,A,okay,1
1609,FA1,C,okay,1
295,FA2,C,okay,1
15595,FA3,A,okay,1
11493,MA1,C,oo,1
8865,UC1,C,oo,1
16095,FA2,C,oo,1
521,FA1,A,or,1
4336,FA1,C,ow,1
11474,FC1,A,ow,1
8942,UC2,O,owie,1
9610,FA1,C,peekaboo,1
15781,FA4,C,pew,1
15123,UC3,C,plop =laughs,1
667,FA1,C,push,1
163,MA2,C,really,1
10664,FA1,C,ribbit,1
4761,FC2,C,scoot,1
11912,FA1,C,see,1
12341,FA2,C,what,1
399,FA1,C,what,1
13189,UC1,A,what,1
11476,FC1,A,what,1
4626,MC1,A,what,1
11558,MA1,B,whoa,1
10836,FA1,C,whoa,1
16220,FA2,C,whoa,1
7072,MC2,A,why,1
9669,FA1,A,why,1
10544,FC1,O,yeah,1
9840,FA2,A,yeah,1
11814,FA1,A,yeah,1
514,FA1,A,yeah,1
3232,UC3,A,yeah,1
9162,FA2,A,yeah,1
638,FA1,C,yeah,1
10015,FA1,A,yeah,1
14582,FA2,A,yeah,1
11815,FA1,A,yeah,1
14806,FA1,C,yeah,1
10033,FA1,A,yeah,1
598,FA1,C,yeah,1
14019,FA1,C,yeah,1
11776,FA1,A,yeah,1
6299,FA5,C,yeah,1
2060,FA1,A,yeah,1
14610,FA2,A,yeah,1
11189,FA1,A,yeah,1
16910,FA1,A,yeah,1
11213,FA1,A,yeah,1
15966,MA1,C,yeah,1
5955,FA1,A,yeah,1
15484,FA1,A,yeah,1
14792,FA1,C,yeah,1
453,FA1,C,yeah,1
8650,UC1,C,yeah,1
9271,FA1,C,yeah,1
2865,UC1,A,yeah,1
5292,MA1,A,yeah,1
1721,FA1,A,yeah,1
2531,UC1,A,yeah,1
15338,FA1,A,yeah,1
11113,FA1,A,yeah,1
11252,FA1,C,yeah,1
15193,FA2,A,yeah,1
9037,UC2,C,yep,1
11410,FC1,A,yes,1
11974,FA1,C,zoom,1
11229,FA1,C,hello,1
7901,FA1,C,help,1
10479,FC1,B,doggy,1
15846,MA1,C,down,1
4509,UC1,O,fish,1
10177,UC1,A,gag,1
9140,FA2,B,soon,1
14205,FA1,A,suppose,1
8403,FA1,A,sure,1
5007,MA1,C,water,1
9347,FA1,C,apple,1
10463,FC1,C,Autumn,1
9218,FA2,C,back,1
15739,FA4,A,because,1
15321,FA1,A,great,1
732,FA1,A,he,1
427,FA1,C,hey,1
2778,UC1,A,hey,1
3483,FC1,C,hi,1
3516,FC1,C,hi,1
14087,FA1,A,imagine xxx,1
5723,FA2,C,moo,1
469,FA1,C,Toby,1
14832,FA1,C,yay,1
14862,FA1,A,yeah,1
6827,MC1,C,cut,1
6833,MC1,C,cut,1
6995,MC2,A,Dad,1
10302,UC2,A,Dad,1
12001,FA1,C,Dada,1
15688,UC1,A,Daddy,1
2871,UC1,A,Daddy,1
3513,FC1,A,Gigi,1
10383,UC2,C,go,1
12953,FA1,C,go slide,1
5666,MA2,C,Kaitlyn,1
4790,FC2,A,kay,1
15532,FA3,A,last,1
14505,UC1,A,Mama,1
8401,FA1,A,right,1
448,FA1,A,right,1
14707,FA1,A,right,1
10469,FC1,B,Santa,1
10793,FA1,C,sausage,1
6238,FA5,A,hm,1
8987,UC2,C,hm,1
8446,FA1,C,hm,1
10123,UC1,A,huh,1
2243,FA1,C,huh,1
3501,FC1,A,Jessie,1
9674,FA1,B,<happy> = imitatesAce,1
6849,MC1,C,<ow> = yells,1
866,UC1,A,do,1
12680,FA1,A,um,1
747,FA3,A,um,1
10919,FA2,A,um,1
590,FA1,C,um,1
11320,FC1,A,um,1
14701,FA1,A,um,1
11314,FC1,A,um,1
10362,UC2,A,um,1
2832,UC1,O,whee,1
6853,MC1,C,<ah> = grunts,1
15274,FA1,C,<ah> = screams,1
13391,MA1,C,<ar> = growls,1
8712,UC1,C,<baby> = sings,1
2541,UC1,A,<church> = imitatessquirch,1
8439,FA1,C,<hm> = hums,1
9727,FA1,O,<hm> = hums,1
8433,FA1,C,<hm> = hums,1
9716,FA1,O,<hm> = hums,1
8438,FA1,C,<hm> = hums,1
