paragraph_id,sentence_id,sentence,token_id,token,lemma,head_token_id,dep_rel,deps,misc,manual_temporality
2027,1,yes I do,3,do,do,0,root,NA,SpacesAfter=\n,present
630,1,do you have anywhere idea what pl al cl yl is,1,do,do,3,aux,NA,NA,present
116,1,I do like her though shes uh shes an enigma,2,do,do,3,aux,NA,NA,present
734,1,maybe we dont wanna play it just because shes here =laughs,3,do,do,5,aux,NA,SpaceAfter=No,present
484,1,do you want something else to play with,1,do,do,3,aux,NA,NA,present
2282,1,it dont see me,2,do,do,4,aux,NA,SpaceAfter=No,present
973,1,I dont know where its gone to visit xxx,2,do,do,4,aux,NA,SpaceAfter=No,present
1261,1,do you smell it,1,do,do,3,aux,NA,NA,present
1208,1,how does it look,2,does,do,4,aux,NA,NA,present
685,1,that doesnt help Jane,2,does,do,4,aux,NA,SpaceAfter=No,present
231,1,xxx how you doing,4,doing,do,0,root,NA,SpacesAfter=\n,present
127,1,youre doing a good job,2,doing,do,0,root,NA,NA,present
1678,1,oh dont xxx me,2,do,do,4,aux,NA,SpaceAfter=No,uncategorized
510,1,well and they dont even o,4,do,do,7,aux,NA,SpaceAfter=No,uncategorized
176,1,does,1,does,do,0,root,NA,NA,uncategorized
416,1,do,1,do,do,0,root,NA,SpacesAfter=\n,uncategorized
79,1,<do do do do do> = sings,2,do,do,6,aux,NA,NA,uncategorized
1000,1,da da du du the drums,4,du,do,6,cop,NA,NA,uncategorized
484,1,oh to do the work,3,do,do,0,root,NA,NA,
1732,1,I drove xxx,2,drove,drive,0,root,NA,NA,displaced
422,1,I ate that xxx white,2,ate,eat,0,root,NA,NA,displaced
520,1,here eat my xxx,2,eat,eat,0,root,NA,NA,present
196,1,somehow I ended up on the death notice email list for local three ninety nine,3,ended,end,0,root,NA,NA,displaced
855,1,fell face forward and cut his lip on his his tooth cut his lip,1,fell,fall,0,root,NA,NA,displaced
539,1,she farted,2,farted,far,0,root,NA,SpacesAfter=\n,displaced
286,1,so I fed him about an hour ago,3,fed,feed,0,root,NA,NA,displaced
512,1,yeah I kind of feel like that too,5,feel,feel,0,root,NA,NA,present
1568,1,feel Littlepolarbears furry paws and fur,1,feel,feel,0,root,NA,NA,present
1946,1,I feel like xxx,2,feel,feel,0,root,NA,NA,present
1777,1,I feel like my face is really I wanna go wash my face and,2,feel,feel,0,root,NA,NA,present
1538,1,feel LittlePenguins soft wings,1,feel,feel,0,root,NA,NA,present
632,1,you feel the wind,2,feel,feel,0,root,NA,NA,present
478,1,yeah that feels nice,3,feels,feel,0,root,NA,NA,present
199,1,I found your hair,2,found,find,0,root,NA,NA,displaced
269,1,Sunny found out that she has wait or how many,2,found,find,0,root,NA,NA,displaced
213,1,mmhm find learning how to xxx yeah,2,find,find,0,root,NA,NA,displaced
1049,1,cant find a comb,2,find,find,0,root,NA,NA,present
97,1,flip out your diaper,1,flip,flip,0,root,NA,NA,present
670,1,<bluebirds fly> = sings,3,fly,fly,0,root,NA,SpaceAfter=No,present
273,1,flying baby,1,flying,fly,0,root,NA,NA,present
758,1,<ah follow me> = sings,3,follow,follow,0,root,NA,NA,present
1108,1,I forgot to do that before we started,2,forgot,forget,0,root,NA,NA,displaced
26,1,oh yeah I forgot about that,4,forgot,forget,0,root,NA,NA,displaced
801,1,#NAME?,2,gasps,gasp,0,root,NA,SpacesAfter=\n,uncategorized
92,1,#NAME?,2,gasps,gasp,0,root,NA,NA,uncategorized
1011,1,#NAME?,2,gasps,gasp,0,root,NA,NA,uncategorized
423,1,#NAME?,2,gasps,gasp,0,root,NA,NA,uncategorized
933,1,#NAME?,2,gasps,gasp,0,root,NA,NA,uncategorized
1102,1,after you get ready,3,get,get,0,root,NA,NA,displaced
359,1,and then as she gets older we can have somoene just like tucking it in her onesie,5,gets,get,6,aux,NA,NA,displaced
912,1,I <gotta> got to get mine to charge okay,5,got,get,0,root,NA,NA,displaced
1903,1,we got a couple more hot days well keep the summer stuff out but,2,got,get,0,root,NA,NA,displaced
1040,1,and then we gotta figure out what youre gonna wear today um at lunch,4,got,get,0,root,NA,SpaceAfter=No,displaced
492,1,so I got to hold her for a few minutes xxx and,3,got,get,0,root,NA,NA,displaced
190,1,you gotta put that back on,2,got,get,0,root,NA,SpaceAfter=No,displaced
482,1,if you get xxx use it dont you,3,get,get,5,advcl,NA,NA,displaced
318,1,we got a like a little mat,2,got,get,0,root,NA,NA,displaced
86,1,lets get your cup,2,get,get,0,root,NA,NA,displaced
171,1,alright lets get your hair xxx and well go real quick hang on,3,get,get,0,root,NA,NA,displaced
72,1,get Mommy,1,get,get,0,root,NA,NA,displaced
223,1,pepper oh lets get her a binkyc,4,get,get,0,root,NA,NA,displaced
1005,1,shes getting a big girl,2,getting,get,1,acl,NA,NA,displaced
2128,1,we got ten maybe sixteen gigabyte per month,2,got,get,0,root,NA,NA,present
498,1,I got one more thing I gotta do,2,got,get,0,root,NA,NA,present
462,1,I got his leg,2,got,get,0,root,NA,NA,present
1490,1,you got spaghetti face you know that,2,got,get,0,root,NA,NA,present
500,1,I got it,2,got,get,0,root,NA,NA,present
131,1,hes just got that kind of you know that look of li of being in bars and uh respectable but not really,3,got,get,0,root,NA,NA,present
1125,1,oh youve still got it,4,got,get,0,root,NA,NA,present
519,1,she got blue finger nails thats right,2,got,get,0,root,NA,NA,present
448,1,hes got little bumps,2,got,get,0,root,NA,NA,present
731,1,xxx getting xxx =laughs,2,getting,get,0,root,NA,NA,uncategorized
1158,1,where I gave him um I made these muffins today with broccoli and ham,3,gave,give,7,advcl,NA,NA,displaced
339,1,we give that some seeds,2,give,give,0,root,NA,NA,present
1251,1,xxx give me all xxx,2,give,give,0,root,NA,NA,uncategorized
401,1,its a family tradition when they go away to buy some gifts to remember their stay,7,go,go,4,advcl,NA,NA,displaced
203,1,he goes he goes do you think I can just tell Mom not to get me any Christmas presents and just get me a bottle of crown,2,goes,go,0,root,NA,NA,displaced
1839,1,so and then he goes,5,goes,go,1,conj,NA,SpacesAfter=\n,displaced
1615,1,its going to be right here waiting for you right after the nap well put the vest right back on,2,going,go,0,root,NA,NA,displaced
397,2,going to eat your sopa okay,1,going,go,6,advcl,NA,NA,displaced
174,1,we gonna put this coffee pot back,2,gon,go,0,root,NA,SpaceAfter=No,displaced
615,1,where we gonna put him,3,gon,go,0,root,NA,SpaceAfter=No,displaced
319,1,its gonna be a quiet week anyway,2,gon,go,0,root,NA,SpaceAfter=No,displaced
1567,1,or or or Jennas gonna be back when I w up,5,gon,go,0,root,NA,SpaceAfter=No,displaced
85,1,gonna try this sausage,1,gon,go,0,root,NA,SpaceAfter=No,displaced
1549,1,hes gonna stop your presents right there,2,gon,go,0,root,NA,SpaceAfter=No,displaced
653,1,if youre gonna be cranky why dont you just go to sleep,3,gon,go,12,advcl,NA,SpaceAfter=No,displaced
206,1,or what time Daddys gonna be home,5,gon,go,0,root,NA,SpaceAfter=No,displaced
22,1,it youre gonna have to paint at the table,3,gon,go,0,root,NA,SpaceAfter=No,displaced
482,1,Mommys gonna wash out her hair,2,gon,go,0,root,NA,SpaceAfter=No,displaced
1833,1,<went up the spout again> = sings,2,went,go,0,root,NA,NA,displaced
258,1,<the itsy bitsy spider went up the spout again> = sings,6,went,go,0,root,NA,NA,displaced
1272,1,who went late,2,went,go,0,root,NA,NA,displaced
179,1,you went swimming last June with her,2,went,go,0,root,NA,NA,displaced
1202,1,um when I go take him to bed you should go ahead and hop in the shower,4,go,go,5,advcl,NA,NA,displaced
607,1,rain rain go away come again another day,3,go,go,0,root,NA,NA,displaced
428,1,its gonna be hard now,2,gon,go,0,root,NA,SpaceAfter=No,displaced
1468,1,I go Wednesday,2,go,go,0,root,NA,NA,displaced
767,1,go home,1,go,go,0,root,NA,NA,displaced
1118,1,lets go check that diaper,2,go,go,0,root,NA,NA,displaced
406,1,go get your ball,1,go,go,0,root,NA,NA,displaced
1758,1,go see blue,1,go,go,0,root,NA,NA,displaced
532,1,alright well go walking,3,go,go,0,root,NA,NA,displaced
456,1,there you go xxx,3,go,go,0,root,NA,NA,present
22,1,here we go are you ready to see more animals,3,go,go,1,acl:relcl,NA,NA,present
147,1,there we go,3,go,go,0,root,NA,SpacesAfter=\n,present
176,1,go ahead,1,go,go,0,root,NA,NA,present
326,1,there we go,3,go,go,0,root,NA,SpacesAfter=\n,present
184,1,we go and find the tunnels,2,go,go,0,root,NA,NA,present
405,1,there we go,3,go,go,0,root,NA,SpacesAfter=\n,present
211,1,go up and down huh,1,go,go,0,root,NA,NA,present
633,1,here you go,3,go,go,0,root,NA,SpacesAfter=\n,present
28,1,go Brooks,1,go,go,2,compound,NA,NA,present
130,1,there we go thats what Im talking about,3,go,go,0,root,NA,NA,present
217,1,down you go Ben,3,go,go,0,root,NA,NA,present
1375,1,<where I go> = sings,4,go,go,0,root,NA,SpaceAfter=No,present
191,1,gonna put your arm through,1,gon,go,0,root,NA,SpaceAfter=No,present
303,1,there you go,3,go,go,0,root,NA,SpacesAfter=\n,present
448,1,go look at the cheetah you see him,1,go,go,0,root,NA,NA,present
137,1,there you go,3,go,go,0,root,NA,SpacesAfter=\n,present
609,1,<ere> there we go,6,go,go,0,root,NA,SpacesAfter=\n,present
2030,1,there we go,3,go,go,0,root,NA,SpacesAfter=\n,present
32,1,she goes outside for the most part,2,goes,go,0,root,NA,NA,present
240,1,Berts whistle goes,3,goes,go,0,root,NA,SpacesAfter=\n,present
739,1,where you going eh eh eh eh eh eh,3,going,go,0,root,NA,NA,present
2077,1,where you going,3,going,go,0,root,NA,SpacesAfter=\n,present
1133,1,whats going on here,2,going,go,1,acl,NA,NA,present
43,1,where you going,3,going,go,0,root,NA,SpacesAfter=\n,present
192,1,whats going on,2,going,go,0,root,NA,NA,present
39,1,lets go lets go lets go lets go okay,2,go,go,0,root,NA,NA,uncategorized
339,1,okay lets go,3,go,go,0,root,NA,SpacesAfter=\n,uncategorized
755,1,you go in there Danny honey,2,go,go,0,root,NA,NA,uncategorized
174,1,hey lets go,3,go,go,0,root,NA,SpacesAfter=\n,uncategorized
162,1,go to Mamas car,1,go,go,0,root,NA,NA,uncategorized
437,2,going,1,going,go,0,root,NA,SpacesAfter=\n,uncategorized
173,1,Ill grab him,2,grab,grab,0,root,NA,NA,displaced
415,1,alright grab your shoes,2,grab,grab,0,root,NA,NA,uncategorized
624,1,#NAME?,2,groans,groan,0,root,NA,NA,uncategorized
1330,1,seven flowers growing in the ground,3,growing,grow,2,acl,NA,NA,present
537,1,shes growing like a weed,2,growing,grow,1,acl,NA,NA,present
43,1,#NAME?,2,grunts,grunt,0,root,NA,NA,present
1873,1,hes a really small,1,hes,h,0,root,NA,NA,present
1860,1,hang on I will get back to you,1,hang,hang,0,root,NA,NA,uncategorized
1138,1,hang on,1,hang,hang,0,root,NA,NA,uncategorized
3,1,hang on,1,hang,hang,0,root,NA,NA,uncategorized
302,1,what happened,2,happened,happen,0,root,NA,SpacesAfter=\n,displaced
367,1,he had,2,had,have,0,root,NA,SpacesAfter=\n,displaced
494,1,because Brian had a bunch of stuff xxx,3,had,have,0,root,NA,NA,displaced
532,1,so you havent had a baby in a while,4,had,have,0,root,NA,NA,displaced
486,1,you and Nana have ridden the horses at the xxx didnt you,4,have,have,5,aux,NA,NA,displaced
278,1,have you talked to,1,have,have,3,aux,NA,NA,displaced
611,1,well have to listen,2,have,have,0,root,NA,NA,displaced
365,1,if theyre having juice Im having juice,3,having,have,0,root,NA,NA,displaced
401,1,<Ive never been in love like this before> = sings,3,ve,have,7,aux,NA,NA,displaced
419,1,we have to,2,have,have,0,root,NA,NA,displaced
567,1,we just had to sing one song and then we go,3,had,have,0,root,NA,NA,displaced
362,1,you ever had one of them,3,had,have,0,root,NA,NA,displaced
441,1,we had to,2,had,have,0,root,NA,NA,displaced
293,1,but last year had,4,had,have,0,root,NA,SpacesAfter=\n,displaced
580,1,but in the middle of my half day off I had three lab visits,11,had,have,0,root,NA,NA,displaced
852,1,so we just had like another one on Saturday where he he uh,4,had,have,0,root,NA,NA,displaced
426,1,hey no you cant have a birthday,5,have,have,0,root,NA,NA,displaced
1897,1,Ive only seen him like,2,ve,have,4,aux,NA,NA,displaced
7,1,because he has her putting a teaspoon every two ounces and they only eat forty to sixty milliliters right now,3,has,have,0,root,NA,NA,present
158,1,have what,1,have,have,0,root,NA,NA,present
137,1,<we have to sit in our seat to eat> = sings,3,have,have,0,root,NA,NA,present
380,1,your day has been so busy now its time for you to rest,3,has,have,6,aux,NA,NA,present
495,1,they have cloth diapers theyve got lots of natural um teething stuff,2,have,have,0,root,NA,NA,present
34,1,has no experience,1,has,have,0,root,NA,NA,present
687,1,he has cool spots,2,has,have,0,root,NA,NA,present
783,1,xxx they also have a lot of baby care,4,have,have,0,root,NA,NA,present
831,1,I have xxx now,2,have,have,0,root,NA,NA,present
1555,1,<ah> = imitates you have a loud trumpet sound right,7,have,have,5,parataxis,NA,NA,present
337,1,I have a lot of clothes but not as many as I once had,2,have,have,0,root,NA,NA,present
516,1,have them,1,have,have,0,root,NA,NA,present
515,1,we have house numbers on our house =laughs,2,have,have,0,root,NA,NA,present
219,1,oh I have some,3,have,have,0,root,NA,NA,present
360,1,we have like a little little probe sticker,2,have,have,0,root,NA,NA,present
644,1,you have to touch,2,have,have,0,root,NA,NA,present
2078,2,Mommy you have it,3,have,have,1,parataxis,NA,NA,present
1286,1,we also have movies down in the childrens area,3,have,have,0,root,NA,NA,present
882,1,seaturtles have flippers to help them swim,2,have,have,0,root,NA,NA,present
525,1,so we have the olive bread from Trader Joes,3,have,have,0,root,NA,NA,present
542,1,okay I havent put anything on,3,havent,havent,0,root,NA,NA,displaced
120,1,but maybe when hes sixteen,4,hes,he,5,cop,NA,NA,displaced
34,1,hes intrigued but not,1,hes,he,2,aux,NA,NA,present
193,1,hes just asleep,1,hes,he,0,root,NA,NA,present
368,1,and you heard what I said you must keep out of sight,3,heard,hear,0,root,NA,NA,displaced
809,1,cant hear when its raining,2,hear,hear,0,root,NA,NA,displaced
1450,1,yeah you hear Nana and <Gaga> grandpa,3,hear,hear,0,root,NA,NA,present
189,1,I hear a shaker,2,hear,hear,0,root,NA,NA,present
1976,1,<Gaga> grandpa hears the birds talking to Georgia,5,hears,hear,2,parataxis,NA,NA,present
1147,1,xxx to help you come in,3,help,help,1,xcomp,NA,NA,present
752,1,help,1,help,help,0,root,NA,SpacesAfter=\n,present
1321,1,yeah heres a bite,2,heres,here,0,root,NA,NA,present
1364,1,heres a bite of guacamole on the fork,1,heres,here,0,root,NA,NA,present
40,1,alright well Ill Ill hold him til xxx,5,hold,hold,0,root,NA,NA,displaced
456,1,hold on Miles,1,hold,hold,0,root,NA,NA,displaced
159,1,hold my hand,1,hold,hold,0,root,NA,NA,present
121,1,and then you hold on to one,4,hold,hold,0,root,NA,NA,present
95,1,I hold you,2,hold,hold,0,root,NA,NA,present
1568,1,hold on,1,hold,hold,0,root,NA,NA,uncategorized
1218,1,hows that,1,hows,how,0,root,NA,NA,present
335,1,hows that yeah,1,hows,how,0,root,NA,NA,present
2117,2,Ill never go to the library,1,Ill,Ill,3,aux,NA,NA,displaced
570,2,Ill stay tomorrow,1,Ill,Ill,2,aux,NA,NA,displaced
651,1,alright I Ill set an alarm for down here and then we gotta go back upstairs okay Henry,3,Ill,Ill,4,aux,NA,NA,displaced
490,1,Ill check on the chair,1,Ill,Ill,2,aux,NA,NA,displaced
237,1,well Ill tell you exactly what it ends up being but I think its supposed to be like a dollar twenty or xxx,2,Ill,Ill,3,aux,NA,NA,displaced
68,1,Ill be youre lucky yeah,1,Ill,Ill,3,aux,NA,NA,present
278,1,Parenteau and illustrated by DavidWalker,3,illustrated,illustrate,1,conj,NA,NA,displaced
490,1,<wa> = imitatescrying,5,imitatescrying,imitatescry,0,root,NA,SpacesAfter=\n,uncategorized
2173,1,<wa> = imitatescrying,5,imitatescrying,imitatescry,0,root,NA,SpacesAfter=\n,uncategorized
2171,1,<ra> = imitatescrying,5,imitatescrying,imitatescry,2,list,NA,SpacesAfter=\n,uncategorized
1977,1,<Janeys eyes out> = sings,2,Janeys,Janeys,0,root,NA,NA,uncategorized
1044,1,goat jumped over the fence of course,2,jumped,jump,0,root,NA,NA,displaced
703,1,so yeah keep your eye out for the wild,3,keep,keep,0,root,NA,NA,displaced
262,1,you know sometimes shell even call me Mom,2,know,know,0,root,NA,NA,displaced
311,1,what howd you know that,4,know,know,0,root,NA,NA,displaced
33,1,yeah you know whats funny is this time around I xxx he was always one of the more intriguing characters and this time around watching its like you realize that hes not a good actor,3,know,know,0,root,NA,NA,displaced
254,1,I know,2,know,know,0,root,NA,SpacesAfter=\n,present
1062,1,like he knows its coming so,3,knows,know,0,root,NA,NA,present
574,1,I know <howda>,2,know,know,4,parataxis,NA,NA,present
1083,1,you know with the the,2,know,know,0,root,NA,NA,present
162,1,I know,2,know,know,0,root,NA,SpacesAfter=\n,present
369,1,you know I can put <em>,2,know,know,0,root,NA,NA,present
966,1,yeah I know,3,know,know,0,root,NA,SpacesAfter=\n,present
1828,1,so I know he can crawl xxx pick up triangles xxx,3,know,know,0,root,NA,NA,present
543,1,well I know that,3,know,know,0,root,NA,NA,present
544,1,I know,2,know,know,0,root,NA,SpacesAfter=\n,present
46,2,you know the diapers actually smell like soap now I can smell them,2,know,know,0,root,NA,NA,present
387,1,I know Bubba I know,2,know,know,0,root,NA,NA,present
592,1,I know,2,know,know,0,root,NA,SpacesAfter=\n,present
787,1,I know xxx,2,know,know,0,root,NA,NA,present
570,1,you know,2,know,know,0,root,NA,SpacesAfter=\n,present
584,1,you know what,2,know,know,0,root,NA,NA,present
668,1,I know Bubba I know come on,2,know,know,0,root,NA,NA,present
182,1,I know,2,know,know,0,root,NA,SpacesAfter=\n,present
144,1,I know,2,know,know,0,root,NA,SpacesAfter=\n,present
477,1,I know,2,know,know,0,root,NA,SpacesAfter=\n,present
672,1,you know,2,know,know,0,root,NA,SpacesAfter=\n,uncategorized
120,1,yeah I usually l I mean I usually look,4,l,l,6,aux,NA,NA,present
534,1,and then we let everything in the past go,4,let,let,0,root,NA,NA,displaced
65,1,yeah lets go sit back down,2,let,let,0,root,NA,SpaceAfter=No,present
813,1,oh lets go say hi,2,let,let,0,root,NA,SpaceAfter=No,present
21,1,let me get this out of your way,1,let,let,0,root,NA,NA,present
647,1,let go of my shirt,1,let,let,0,root,NA,NA,present
933,1,let go,1,let,let,0,root,NA,NA,present
1116,1,my little bunny lets wriggle and jiggle,4,lets,let,0,root,NA,NA,present
659,1,let Mommy go,1,let,let,0,root,NA,NA,present
1158,1,and I like tried helping him through the motions of it like thinking maybe it was just new and,3,like,like,19,conj,NA,NA,displaced
485,1,<so I like> = laughs I drive around and wait <til> until nobodys outside and <just go take <em>,4,like,like,0,root,NA,SpaceAfter=No,displaced
226,1,oh he just she just likes the,6,likes,like,0,root,NA,NA,present
938,1,I like yellow,2,like,like,0,root,NA,NA,present
387,1,I like that cookie,2,like,like,0,root,NA,NA,present
533,1,I like you,2,like,like,0,root,NA,NA,present
357,1,but she likes to have that across her belly these xxx likes to lay,3,likes,like,0,root,NA,NA,present
652,1,I locked that door babe,2,locked,lock,0,root,NA,NA,displaced
254,1,look when I say go you say lalalac ready steady go,1,look,look,0,root,NA,NA,displaced
639,1,to look at him hes really full xxx,2,look,look,0,root,NA,NA,present
91,1,look at this thing,1,look,look,0,root,NA,NA,present
183,1,woo look at you,2,look,look,0,root,NA,NA,present
612,1,look look look xxx,1,look,look,0,root,NA,NA,present
101,1,look,1,look,look,0,root,NA,SpacesAfter=\n,present
315,1,look,1,look,look,0,root,NA,SpacesAfter=\n,present
25,1,look,1,look,look,0,root,NA,SpacesAfter=\n,present
430,1,look at monkey,1,look,look,0,root,NA,NA,present
547,1,look at this little monkey,1,look,look,0,root,NA,NA,present
71,1,and you look very sleepy,3,look,look,0,root,NA,NA,present
42,1,hes looking at you guys,2,looking,look,1,acl,NA,NA,present
134,1,looks a bit like a man whos like,1,looks,look,0,root,NA,NA,present
869,1,so he looks like his dad,3,looks,look,0,root,NA,NA,present
66,1,he looks like a cheetah,2,looks,look,0,root,NA,NA,present
264,1,it looks great thank you,2,looks,look,0,root,NA,NA,present
659,1,yeah I lost my phone,3,lost,lose,0,root,NA,NA,displaced
330,1,I love it,2,love,love,0,root,NA,NA,present
408,2,I love you sweetheart,2,love,love,0,root,NA,NA,present
414,1,I love you sweetie,2,love,love,0,root,NA,NA,present
185,1,I love you,2,love,love,0,root,NA,NA,present
610,1,I love how she does more though,2,love,love,0,root,NA,NA,present
1302,1,he loves that thing too,2,loves,love,0,root,NA,NA,present
998,1,<Mama loves her babies> = sings,3,loves,love,7,parataxis,NA,NA,present
1100,1,she loves that,2,loves,love,0,root,NA,NA,present
179,1,Grover loves blue,2,loves,love,0,root,NA,NA,present
1263,1,low thats low,1,low,low,0,root,NA,NA,present
245,1,make music that we all adore,1,make,make,0,root,NA,NA,present
66,1,that makes me super self conscious actually but,2,makes,make,0,root,NA,NA,present
528,1,<nuh nuh> = makesnsound Nana,6,makesnsound,makesnsound,7,amod,NA,NA,uncategorized
536,1,<lovers they may cause you tears xxx my oh my> = sings,4,may,may,5,aux,NA,NA,displaced
372,1,I mean Granny was here Christmas morning last year too,2,mean,mean,0,root,NA,NA,displaced
167,1,I mean it,2,mean,mean,0,root,NA,NA,displaced
189,1,I mean uh well just make it work,2,mean,mean,0,root,NA,NA,displaced
674,1,I mean really,2,mean,mean,0,root,NA,NA,present
1752,1,I mean I would like this one but what one would you like,2,mean,mean,0,root,NA,NA,present
594,1,I mean shes,2,mean,mean,0,root,NA,NA,present
169,1,I mean it,2,mean,mean,0,root,NA,NA,uncategorized
343,1,MEDICAL something else,1,MEDICAL,Medical,0,root,NA,NA,uncategorized
760,1,xxx mess it up,2,mess,mess,0,root,NA,NA,present
339,1,she might not understand you shes a little bit younger than you are,2,might,might,4,aux,NA,NA,displaced
300,1,that might work that youre xxx very quickly,2,might,might,3,aux,NA,NA,displaced
1984,1,oh so I miss this,4,miss,miss,0,root,NA,NA,present
623,1,yall moved to Germantown right,2,moved,move,0,root,NA,NA,displaced
37,1,move,1,move,move,0,root,NA,SpacesAfter=\n,displaced
1826,1,<move it> = laughs,2,move,move,0,root,NA,NA,displaced
409,1,<must be> = sings,2,must,must,6,aux,NA,NA,displaced
589,1,xxx kids to nap,4,nap,nap,2,acl,NA,SpacesAfter=\n,displaced
733,1,we need to be leaving,2,need,need,0,root,NA,NA,displaced
415,1,you need to stop taking these out,2,need,need,0,root,NA,NA,present
1681,1,I need the xxx Mommy,2,need,need,0,root,NA,NA,present
1045,1,you need a tissue,2,need,need,0,root,NA,NA,present
1483,2,you all need glasses,3,need,need,0,root,NA,NA,present
191,1,I need to,2,need,need,0,root,NA,NA,present
2197,1,need,1,need,need,0,root,NA,SpacesAfter=\n,uncategorized
745,1,opened,1,opened,open,0,root,NA,SpacesAfter=\n,displaced
120,1,open the door to somebody when the mom was gone,1,open,open,0,root,NA,NA,displaced
506,1,<open the door> = whines,2,open,open,0,root,NA,NA,present
539,1,youre painting me,2,painting,paint,1,acl,NA,NA,present
290,1,studies particles the smallest,2,particles,particle,4,cop,NA,NA,present
921,1,that way youre not paying for the weight of the stalk that you,5,paying,pay,3,advcl,NA,NA,displaced
25,1,peek a bean,1,peek,peek,0,root,NA,NA,present
105,1,<pew pew pew pew pew> = mimicsgun,2,pew,pew,6,compound,NA,NA,uncategorized
1388,1,you picked them all up already,2,picked,pick,0,root,NA,NA,displaced
129,1,<and I pick it back up> = sings,4,pick,pick,0,root,NA,NA,present
628,1,you picking it xxx,2,picking,pick,0,root,NA,NA,present
1222,1,bakerAker places the banana bread in a box and adds a purple ribbon,2,places,place,0,root,NA,NA,present
315,1,and they played in the xxx,3,played,play,0,root,NA,NA,displaced
262,1,they play some games they laugh and sing,2,play,play,0,root,NA,NA,present
198,1,xxx not playing in my dessert,3,playing,play,0,root,NA,NA,present
891,1,xxx shes playing,3,playing,play,0,root,NA,SpacesAfter=\n,present
964,1,play with the beans,1,play,play,0,root,NA,NA,uncategorized
552,1,plop =laughs,1,plop,plop,0,root,NA,NA,uncategorized
710,1,oh yeah theres poop in this diaper,4,poop,poop,0,root,NA,NA,present
404,1,<and I pray God to keep you from> = sings,4,pray,pray,0,root,NA,NA,displaced
344,1,I promise this is the last time,2,promise,promise,0,root,NA,NA,present
238,1,he pulled xxx the pork,2,pulled,pull,0,root,NA,NA,displaced
323,1,then you pull down in the front,3,pull,pull,0,root,NA,NA,present
1317,1,who put that kitty out,2,put,put,0,root,NA,NA,displaced
1543,1,I put the present uh put them,2,put,put,0,root,NA,NA,displaced
819,1,you put JohnnyJohnny,2,put,put,0,root,NA,NA,displaced
1436,1,like so I put a al in it,4,put,put,0,root,NA,NA,displaced
535,1,xxx put it right here,2,put,put,0,root,NA,NA,present
1495,1,so put your listen now were down to the last book okay,2,put,put,0,root,NA,NA,present
724,1,put it xxx,1,put,put,0,root,NA,NA,present
248,1,yep you put things on your head,3,put,put,0,root,NA,NA,present
1176,1,lets put your glasses on,2,put,put,0,root,NA,NA,present
55,1,quit running,1,quit,quit,0,root,NA,NA,present
1106,1,the farm raises farm animals there,3,raises,raisis,0,root,NA,NA,present
2074,1,<me reading this book> = whines,3,reading,read,0,root,NA,NA,present
695,2,referring to Zachary,1,referring,refer,0,root,NA,NA,present
1390,1,shes just relaxing,3,relaxing,relax,0,root,NA,SpacesAfter=\n,present
917,1,rub a dub a dub in a tub,1,rub,rub,0,root,NA,NA,present
663,1,<how they run> = sings,4,run,run,0,root,NA,SpaceAfter=No,present
1852,1,xxx runs over me,2,runs,run,0,root,NA,NA,present
70,1,she just runs around and kind of oh there goes the ball,3,runs,run,0,root,NA,NA,present
945,2,Ty said hell take it,2,said,say,0,root,NA,NA,displaced
951,1,Cow said moo,2,said,say,0,root,NA,NA,displaced
431,1,the first one said,4,said,say,0,root,NA,SpacesAfter=\n,displaced
227,1,he said nothing can go faster than the speed of light,2,said,say,0,root,NA,NA,displaced
425,1,the second one said the xxx in the air,4,said,say,0,root,NA,NA,displaced
960,1,cluck said a chicken and a chick said peep,2,said,say,0,root,NA,NA,displaced
1414,1,all good they said,4,said,say,0,root,NA,SpacesAfter=\n,displaced
2072,1,she said xxx information,2,said,say,0,root,NA,NA,displaced
1021,1,you say it,2,say,say,0,root,NA,NA,present
752,1,so they say,3,say,say,0,root,NA,SpacesAfter=\n,present
453,1,just say you know,2,say,say,0,root,NA,NA,present
423,1,the first one says,4,says,say,0,root,NA,SpacesAfter=\n,present
47,1,xxx says,2,says,say,0,root,NA,SpacesAfter=\n,present
13,1,xxx say it does =giggles,2,say,say,0,root,NA,NA,uncategorized
107,1,soon after dark upon the beach we sing our favorite oh sweetie,8,sing,se,0,root,NA,NA,displaced
725,1,not sing mister maker,2,sing,se,0,root,NA,NA,present
1179,1,we seen it walking around,2,seen,see,0,root,NA,NA,displaced
1011,1,lets see were gonna jump,2,see,see,0,root,NA,NA,displaced
406,1,xxx lets see lets see how about we do xxx,3,see,see,0,root,NA,NA,displaced
46,1,<see my dreams and then my feet could ever wander> = sings,2,see,see,0,root,NA,NA,present
1018,1,see like we keep ours,1,see,see,0,root,NA,NA,present
1979,1,whoa I see,3,see,see,0,root,NA,SpacesAfter=\n,present
952,1,you seem upset,2,seem,seem,0,root,NA,NA,present
631,1,set set set set go,1,set,set,0,root,NA,NA,uncategorized
383,1,settle down,1,settle,settle,0,root,NA,NA,uncategorized
315,1,but shes all prorportioned to like her head her height her weight you know shes all growing proportionally which is good,2,shes,sh,4,aux:pass,NA,NA,present
435,1,shake your bum,1,shake,shake,0,root,NA,NA,uncategorized
1285,1,shall we count,1,shall,shall,3,aux,NA,NA,displaced
