"","doc_id","paragraph_id","sentence_id","sentence","token_id","token","lemma","upos","xpos","feats","head_token_id","dep_rel","deps","misc","temporality"
"166","VI_033_820",367,1,"he had","2","had","have","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,"SpacesAfter=\n","displaced"
"167","TD_444_402",28,1,"you do reward yourself","2","do","do","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","3","aux",NA,NA,"present"
"168","TD_445_217",1568,1,"hold on","1","hold","hold","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"169","TD_449_716",144,1,"<twing twing> = imitatesguitar","2","twing","tw","VERB","VBG","VerbForm=Ger","0","root",NA,NA,"present"
"170","VI_012_562",615,1,"where we gonna put him","3","gon","go","VERB","VBG","Abbr=Yes|Tense=Pres|VerbForm=Part","0","root",NA,"SpaceAfter=No","displaced"
"171","VI_012_562",1692,1,"oh my goodness what a great wave that was","9","was","be","AUX","VBD","Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin","7","cop",NA,"SpacesAfter=\n","displaced"
"172","VI_005_411",1074,1,"can I have a kiss","1","can","can","AUX","MD","VerbForm=Fin","3","aux",NA,NA,"displaced"
"173","VI_018_924",33,1,"thank you","1","thank","thank","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"174","TD_448_304",37,1,"hes like I can see it Granny Ive seen it","4","can","can","AUX","MD","VerbForm=Fin","5","aux",NA,NA,"displaced"
"175","VI_033_820",448,1,"hes got little bumps","2","got","get","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"176","TD_477_217",125,1,"you want your ball","2","want","want","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"177","VI_047_440",189,1,"I hear a shaker","2","hear","hear","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"178","TD_474_966",129,1,"<and I pick it back up> = sings","4","pick","pick","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"179","VI_001_676",288,1,"we were by everything outside","2","were","be","AUX","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","4","cop",NA,NA,"displaced"
"180","VI_005_411",464,1,"can you see the moon","1","can","can","AUX","MD","VerbForm=Fin","3","aux",NA,NA,"displaced"
"181","VI_001_676",294,1,"xxx can be xxx","2","can","can","AUX","MD","VerbForm=Fin","4","aux",NA,NA,"displaced"
"182","TD_436_678",1490,1,"you got spaghetti face you know that","2","got","get","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"183","VI_008_707",1809,1,"and then he comes back in and goes xxx","4","comes","come","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"184","TD_465_541",179,1,"the word wait is not in his vocabulary anymore","4","is","be","AUX","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","8","cop",NA,NA,"present"
"185","TD_467_433",335,1,"hows that yeah","1","hows","how","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"186","TD_444_402",484,1,"oh to do the work","3","do","do","VERB","VB","VerbForm=Inf","0","root",NA,NA,"uncategorized"
"187","TD_436_678",628,1,"trash can","2","can","can","AUX","MD","VerbForm=Fin","0","root",NA,"SpacesAfter=\n","displaced"
"188","VI_012_562",945,2,"Ty said hell take it","2","said","say","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"189","VI_008_707",639,1,"to look at him hes really full xxx","2","look","look","VERB","VB","VerbForm=Inf","0","root",NA,NA,"uncategorized"
"190","VI_013_206",784,1,"stop","1","stop","stop","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,"SpacesAfter=\n","uncategorized"
"191","VI_001_676",731,1,"xxx getting xxx =laughs","2","getting","get","VERB","VBG","VerbForm=Ger","0","root",NA,NA,"present"
"192","VI_005_411",443,1,"<of my world is in Miles> = sings","5","is","be","AUX","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","7","cop",NA,NA,"present"
"193","VI_033_820",2033,1,"step on a rug","1","step","step","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"194","VI_003_405",1269,1,"you didnt see her at school","2","did","do","AUX","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","4","aux",NA,"SpaceAfter=No","displaced"
"195","VI_012_562",586,1,"we can try","2","can","can","AUX","MD","VerbForm=Fin","3","aux",NA,NA,"displaced"
"196","VI_033_820",1615,1,"its going to be right here waiting for you right after the nap well put the vest right back on","2","going","go","VERB","VBG","Tense=Pres|VerbForm=Part","0","root",NA,NA,"displaced"
"197","VI_015_195",303,1,"they just just avoiding the whole situation","4","avoiding","avoid","VERB","VBG","VerbForm=Ger","0","root",NA,NA,"present"
"198","TD_474_966",400,1,"oh wow theres a lot to look at here","3","theres","there","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"199","TD_463_254",783,1,"xxx they also have a lot of baby care","4","have","have","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"200","VI_012_562",494,1,"because Brian had a bunch of stuff xxx","3","had","have","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"201","TD_472_829",663,1,"<how they run> = sings","4","run","run","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,"SpaceAfter=No","present"
"202","VI_047_440",703,1,"so yeah keep your eye out for the wild","3","keep","keep","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"203","TD_436_678",733,1,"we need to be leaving","2","need","need","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"204","TD_477_217",732,1,"and ye shall find","3","shall","shall","AUX","MD","VerbForm=Fin","4","aux",NA,NA,"displaced"
"205","VI_004_415",39,1,"youre so cute Lou","1","youre","your","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"206","VI_012_562",624,1,"=groans okay baby","2","groans","groan","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"207","TD_445_217",695,2,"referring to Zachary","1","referring","refer","VERB","VBG","VerbForm=Ger","0","root",NA,NA,"present"
"208","VI_001_676",1179,1,"we seen it walking around","2","seen","see","VERB","VBN","Tense=Past|VerbForm=Part","0","root",NA,NA,"displaced"
"209","TD_474_966",404,1,"not one friend will be missed","4","will","will","AUX","MD","VerbForm=Fin","6","aux",NA,NA,"displaced"
"210","TD_436_678",490,1,"<wa> = imitatescrying","5","imitatescrying","imitatescry","VERB","VBG","VerbForm=Ger","0","root",NA,"SpacesAfter=\n","present"
"211","TD_445_217",755,1,"you go in there Danny honey","2","go","go","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"212","VI_003_405",760,1,"xxx mess it up","2","mess","mess","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"213","VI_003_405",739,1,"where you going eh eh eh eh eh eh","3","going","go","VERB","VBG","VerbForm=Ger","0","root",NA,NA,"present"
"214","TD_445_217",380,1,"I dont know if he can like move it if him and his crew can move it or","2","do","do","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","4","aux",NA,"SpaceAfter=No","displaced"
"215","VI_005_411",882,1,"seaturtles have flippers to help them swim","2","have","have","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"216","VI_037_868",237,1,"the frosting is spread","3","is","be","AUX","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","4","aux:pass",NA,NA,"present"
"217","TD_463_254",185,1,"are you making a big mess","1","are","be","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","3","aux",NA,NA,"present"
"218","VI_033_820",196,1,"somehow I ended up on the death notice email list for local three ninety nine","3","ended","end","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"219","TD_447_448",1138,1,"hang on","1","hang","hang","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"220","TD_473_844",300,1,"that might work that youre xxx very quickly","2","might","might","AUX","MD","VerbForm=Fin","3","aux",NA,NA,"displaced"
"221","TD_463_254",319,1,"wanna go xxx something kind","1","wan","want","VERB","VBP","Abbr=Yes|Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,"SpaceAfter=No","displaced"
"222","TD_436_678",475,1,"start","1","start","start","VERB","VB","VerbForm=Inf","0","root",NA,"SpacesAfter=\n","uncategorized"
"223","TD_449_716",365,1,"if theyre having juice Im having juice","3","having","have","VERB","VBG","VerbForm=Ger","0","root",NA,NA,"displaced"
"224","TD_464_188",581,1,"it was","2","was","be","AUX","VBD","Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin","0","root",NA,"SpacesAfter=\n","displaced"
"225","VI_033_820",952,1,"you seem upset","2","seem","seem","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"226","TD_464_188",387,1,"I like that cookie","2","like","like","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"227","VI_015_195",37,1,"move","1","move","move","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,"SpacesAfter=\n","uncategorized"
"228","TD_444_402",4,1,"xxx you can go down","3","can","can","AUX","MD","VerbForm=Fin","4","aux",NA,NA,"displaced"
"229","VI_015_195",374,1,"its done by Duke","2","done","do","VERB","VBN","Tense=Past|VerbForm=Part","0","root",NA,NA,"displaced"
"230","TD_473_844",407,1,"can Daddy have a kiss my love","1","can","can","AUX","MD","VerbForm=Fin","3","aux",NA,NA,"displaced"
"231","TD_473_844",1011,1,"lets see were gonna jump","2","see","see","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"displaced"
"232","TD_449_716",315,1,"and they played in the xxx","3","played","play","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"233","VI_001_676",1760,1,"can I have some coffee","1","can","can","AUX","MD","VerbForm=Fin","3","aux",NA,NA,"displaced"
"234","VI_047_440",655,1,"this is Otto","2","is","be","AUX","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","3","cop",NA,NA,"present"
"235","VI_005_411",227,1,"he said nothing can go faster than the speed of light","2","said","say","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"236","VI_015_195",7,1,"because he has her putting a teaspoon every two ounces and they only eat forty to sixty milliliters right now","3","has","have","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"237","VI_004_415",112,1,"do we ever see","1","do","do","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","4","aux",NA,NA,"present"
"238","TD_436_678",1544,1,"I dont think itll burn you any more","2","do","do","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","4","aux",NA,"SpaceAfter=No","present"
"239","VI_037_868",171,2,"Im no expert but","2","m","be","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","4","cop",NA,NA,"present"
"240","TD_463_254",489,1,"ll ul","1","ll","will","AUX","MD","VerbForm=Fin","2","cop",NA,NA,"displaced"
"241","TD_436_678",2171,1,"<ra> = imitatescrying","5","imitatescrying","imitatescry","VERB","VBG","VerbForm=Ger","2","list",NA,"SpacesAfter=\n","present"
"242","TD_445_217",2305,1,"and UncleRobert could take me camp","3","could","could","AUX","MD","VerbForm=Fin","4","aux",NA,NA,"displaced"
"243","VI_008_707",1011,1,"=gasps happy Halloween","2","gasps","gasp","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"244","VI_012_562",70,1,"come here","1","come","come","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"245","VI_003_405",422,1,"I ate that xxx white","2","ate","eat","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"246","TD_464_188",564,1,"no it tastes like poop","3","tastes","taste","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"247","VI_014_242",193,1,"hes just asleep","1","hes","he","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"248","TD_463_254",213,1,"mmhm find learning how to xxx yeah","2","find","find","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"249","TD_465_541",343,1,"<were getting our xxx were following so long for now from Mickey Mouse> = sings","2","were","be","AUX","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","3","aux",NA,NA,"displaced"
"250","VI_033_820",1903,1,"we got a couple more hot days well keep the summer stuff out but","2","got","get","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"251","TD_447_448",369,1,"you know I can put <em>","2","know","know","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"252","TD_473_844",1128,1,"I bet they have xxx to go with it","2","bet","bet","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"253","VI_005_263",710,1,"oh yeah theres poop in this diaper","4","poop","poop","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"254","VI_015_195",326,1,"our one music toy always stays on our lap","6","stays","stay","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"255","VI_033_820",514,1,"just want hugs","2","want","want","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"256","VI_001_676",199,1,"xxx how we controlled it","4","controlled","control","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"257","TD_443_341",777,1,"<yeah baby> = imitates","3","baby","baby","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,"SpaceAfter=No","uncategorized"
"258","VI_005_411",95,1,"did he love them","1","did","do","AUX","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","3","aux",NA,NA,"displaced"
"259","VI_047_440",535,1,"do you want um","1","do","do","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","3","aux",NA,NA,"present"
"260","TD_464_188",500,1,"I got it","2","got","get","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"261","VI_047_440",705,1,"were gonna make our way that way","1","were","be","AUX","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","2","aux",NA,NA,"displaced"
"262","VI_037_868",147,1,"there we go","3","go","go","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,"SpacesAfter=\n","present"
"263","TD_472_829",486,1,"you and Nana have ridden the horses at the xxx didnt you","4","have","have","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","5","aux",NA,NA,"present"
"264","TD_463_254",173,1,"Ill grab him","2","grab","grab","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"265","VI_047_440",335,1,"you coming to xxx","2","coming","come","VERB","VBG","VerbForm=Ger","0","root",NA,NA,"present"
"266","TD_436_678",7,1,"<where is this> = whispers","3","is","be","AUX","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","2","cop",NA,NA,"present"
"267","TD_444_402",21,1,"let me get this out of your way","1","let","let","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"268","TD_445_217",1018,1,"see like we keep ours","1","see","see","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"269","VI_015_195",431,1,"the first one said","4","said","say","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,"SpacesAfter=\n","displaced"
"270","TD_436_678",1188,1,"we wanna see how much is in there","2","wan","want","VERB","VBP","Abbr=Yes|Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,"SpaceAfter=No","displaced"
"271","VI_033_820",487,1,"are you getting hungry","1","are","be","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","3","aux",NA,NA,"present"
"272","VI_005_411",951,1,"Cow said moo","2","said","say","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"273","TD_464_188",87,1,"they claimed him as the father","2","claimed","claim","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"274","TD_436_678",1402,1,"half dime its a half dime","2","dime","dime","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"275","TD_473_844",450,1,"cause because the maximum speeds just xxx","1","cause","cause","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,"SpacesAfter=\s\s","uncategorized"
"276","TD_448_304",82,2,"whatchamacallit too though doesnt it","1","whatchamacallit","whatchamacallit","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"277","TD_463_254",661,1,"come on put your","1","come","come","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"278","VI_002_336",815,1,"Im <gon>","2","m","be","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","4","aux",NA,NA,"present"
"279","TD_444_402",153,1,"you are really silly monkeys today","2","are","be","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","5","cop",NA,NA,"present"
"280","TD_464_188",369,1,"I wanna xxx too","2","wan","want","VERB","VBP","Abbr=Yes|Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,"SpaceAfter=No","displaced"
"281","TD_464_188",167,1,"we cant because xxx","2","cant","cant","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"282","TD_436_678",2102,1,"<uh huh> = cries","6","cries","cry","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,"SpacesAfter=\n","present"
"283","VI_033_820",1261,1,"do you smell it","1","do","do","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","3","aux",NA,NA,"present"
"284","VI_001_676",2077,1,"where you going","3","going","go","VERB","VBG","VerbForm=Ger","0","root",NA,"SpacesAfter=\n","present"
"285","TD_463_254",831,1,"I have xxx now","2","have","have","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"286","TD_467_433",319,1,"its gonna be a quiet week anyway","2","gon","go","VERB","VBG","Abbr=Yes|Tense=Pres|VerbForm=Part","0","root",NA,"SpaceAfter=No","displaced"
"287","TD_472_829",184,1,"we go and find the tunnels","2","go","go","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"288","VI_012_562",807,1,"you wanna go","2","wan","want","VERB","VBP","Abbr=Yes|Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,"SpaceAfter=No","displaced"
"289","TD_463_254",192,1,"whats going on","2","going","go","VERB","VBG","VerbForm=Ger","0","root",NA,NA,"present"
"290","VI_033_820",1879,1,"come on in","1","come","come","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"291","VI_005_411",127,1,"youre doing a good job","2","doing","do","VERB","VBG","VerbForm=Ger","0","root",NA,NA,"present"
"292","VI_013_206",1390,1,"shes just relaxing","3","relaxing","relax","VERB","VBG","VerbForm=Ger","0","root",NA,"SpacesAfter=\n","present"
"293","VI_015_195",451,1,"is that a burp hiccup","1","is","be","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"294","VI_004_415",29,1,"so like there theres a reason why they killed her off","4","theres","there","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","9","advcl",NA,NA,"present"
"295","TD_474_966",314,1,"whered you put the yellow marker","1","whered","where","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"296","TD_448_304",131,1,"hes just got that kind of you know that look of li of being in bars and uh respectable but not really","3","got","get","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"297","TD_472_829",747,1,"stop stop stop stop stop stop stop","1","stop","stop","VERB","VB","Mood=Imp|VerbForm=Fin","4","parataxis",NA,NA,"uncategorized"
"298","VI_033_820",1192,1,"we could shred some carrots in there too for extra veggies","2","could","could","AUX","MD","VerbForm=Fin","3","aux",NA,NA,"displaced"
"299","TD_444_402",412,1,"how do I","2","do","do","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"300","TD_445_217",1137,1,"Im trying to remember what number my mother said","2","m","be","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","3","aux",NA,NA,"present"
"301","VI_005_263",551,1,"<BillieJean was not my lover oh> = sings","3","was","be","AUX","VBD","Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin","6","cop",NA,NA,"displaced"
"302","VI_037_868",37,1,"<I dont know what to do I> = sings","3","do","do","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","5","aux",NA,"SpaceAfter=No","present"
"303","VI_008_707",552,1,"um did they fill it anyway","2","did","do","AUX","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","4","aux",NA,NA,"displaced"
"304","TD_465_541",384,1,"its time for you to close your eyes","6","close","close","VERB","VB","VerbForm=Inf","2","acl",NA,NA,"uncategorized"
"305","TD_473_844",1106,1,"the farm raises farm animals there","3","raises","raisis","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"306","VI_008_707",1321,1,"yeah heres a bite","2","heres","here","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"307","VI_008_707",591,1,"all I did was grill them mm mm","3","did","do","AUX","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","5","aux",NA,NA,"displaced"
"308","TD_448_304",108,1,"are these uh n no extra larges","1","are","be","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","3","cop",NA,NA,"present"
"309","TD_436_678",1708,1,"<I want to go> = cries","3","want","want","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"displaced"
"310","VI_013_206",1102,1,"after you get ready","3","get","get","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"311","VI_008_707",1571,1,"turn the page","1","turn","turn","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"312","TD_443_341",917,1,"rub a dub a dub in a tub","1","rub","rub","VERB","VB","VerbForm=Inf","0","root",NA,NA,"uncategorized"
"313","TD_436_678",2197,1,"need","1","need","need","VERB","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","0","root",NA,"SpacesAfter=\n","present"
"314","TD_472_829",1163,1,"what is that xxx","2","is","be","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"315","VI_033_820",1900,1,"Jack I brought up your three tl clothes","3","brought","brotch","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","1","parataxis",NA,NA,"displaced"
"316","TD_463_254",503,1,"theres also a really great carrier called an ergo el rl gl ol","7","called","call","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"317","VI_037_868",226,1,"big bears smells sugar and spice","3","smells","smell","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"318","VI_047_440",289,1,"what did you see","2","did","do","AUX","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","4","aux",NA,NA,"displaced"
"319","VI_008_707",1678,1,"oh dont xxx me","2","do","do","AUX","VB","Mood=Imp|VerbForm=Fin","4","aux",NA,"SpaceAfter=No","uncategorized"
"320","VI_047_440",451,1,"Im gonna lift you up baby","2","m","be","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","3","aux",NA,NA,"displaced"
"321","TD_477_217",360,1,"I didnt say anything","2","did","do","AUX","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","4","aux",NA,"SpaceAfter=No","displaced"
"322","TD_436_678",845,1,"okay alright come on","2","alright","alright","AUX","MD","VerbForm=Fin","3","aux",NA,NA,"displaced"
"323","VI_012_562",801,1,"=gasps","2","gasps","gasp","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,"SpacesAfter=\n","present"
"324","TD_473_844",368,1,"can you draw a star","1","can","can","AUX","MD","VerbForm=Fin","3","aux",NA,NA,"displaced"
"325","VI_008_707",1038,1,"I thought you said you were tired","2","thought","think","VERB","VBD","Mood=Ind|Tense=Past|VerbForm=Fin","0","root",NA,NA,"displaced"
"326","VI_012_562",1618,1,"Im a warrior Mama","2","m","be","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","5","cop",NA,NA,"present"
"327","VI_001_676",854,2,"come here","1","come","come","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
"328","VI_001_676",397,2,"going to eat your sopa okay","1","going","go","VERB","VBG","VerbForm=Ger","6","advcl",NA,NA,"displaced"
"329","TD_444_402",520,1,"here eat my xxx","2","eat","eat","VERB","VB","VerbForm=Inf","0","root",NA,NA,"uncategorized"
"330","VI_047_440",687,1,"he has cool spots","2","has","have","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"331","VI_008_707",1312,2,"Im ready for bed now","2","m","be","AUX","VBP","Mood=Ind|Tense=Pres|VerbForm=Fin","3","cop",NA,NA,"present"
"332","VI_001_676",1432,1,"thats a five dollar bill","2","s","be","AUX","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","6","cop",NA,NA,"present"
"333","TD_449_716",467,1,"=cries","2","cries","cry","VERB","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,"SpacesAfter=\n","present"
"334","TD_436_678",2173,1,"<wa> = imitatescrying","5","imitatescrying","imitatescry","VERB","VBG","VerbForm=Ger","0","root",NA,"SpacesAfter=\n","present"
"335","VI_012_562",1137,1,"is that","1","is","be","AUX","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","0","root",NA,NA,"present"
"336","VI_015_195",569,1,"anything thats gonna you know make it easier xxx","3","s","be","AUX","VBZ","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin","4","aux",NA,NA,"displaced"
"337","VI_015_195",176,1,"go ahead","1","go","go","VERB","VB","Mood=Imp|VerbForm=Fin","0","root",NA,NA,"uncategorized"
