"","doc_id","paragraph_id","sentence_id","sentence","temporality","manual_temporality","feats"
"239","VI_047_440",705,1,"were gonna make our way that way","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"240","VI_037_868",147,1,"there we go","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"241","TD_472_829",486,1,"you and Nana have ridden the horses at the xxx didnt you","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"242","VI_047_440",335,1,"you coming to xxx","present","present","VerbForm=Ger"
"243","TD_436_678",7,1,"<where is this> = whispers","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"244","VI_015_195",431,1,"the first one said","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"245","TD_436_678",1188,1,"we wanna see how much is in there","displaced","displaced","Abbr=Yes|Mood=Ind|Tense=Pres|VerbForm=Fin"
"246","VI_033_820",487,1,"are you getting hungry","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"247","VI_005_411",951,1,"Cow said moo","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"248","TD_464_188",87,1,"they claimed him as the father","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"249","TD_436_678",1402,1,"half dime its a half dime","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"250","VI_002_336",815,1,"Im <gon>","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"251","TD_444_402",153,1,"you are really silly monkeys today","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"252","TD_464_188",369,1,"I wanna xxx too","displaced","displaced","Abbr=Yes|Mood=Ind|Tense=Pres|VerbForm=Fin"
"253","TD_464_188",167,1,"we cant because xxx","present","displaced","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"254","TD_436_678",2102,1,"<uh huh> = cries","present","uncategorized","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"255","VI_033_820",1261,1,"do you smell it","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"256","VI_001_676",2077,1,"where you going","present","present","VerbForm=Ger"
"257","TD_463_254",831,1,"I have xxx now","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"258","TD_467_433",319,1,"its gonna be a quiet week anyway","displaced","displaced","Abbr=Yes|Tense=Pres|VerbForm=Part"
"259","TD_472_829",184,1,"we go and find the tunnels","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"260","VI_012_562",807,1,"you wanna go","displaced","displaced","Abbr=Yes|Mood=Ind|Tense=Pres|VerbForm=Fin"
"261","TD_463_254",192,1,"whats going on","present","present","VerbForm=Ger"
"262","VI_005_411",127,1,"youre doing a good job","present","present","VerbForm=Ger"
"263","VI_013_206",1390,1,"shes just relaxing","present","present","VerbForm=Ger"
"264","VI_015_195",451,1,"is that a burp hiccup","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"265","VI_004_415",29,1,"so like there theres a reason why they killed her off","present","displaced","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"266","TD_474_966",314,1,"whered you put the yellow marker","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"267","TD_448_304",131,1,"hes just got that kind of you know that look of li of being in bars and uh respectable but not really","displaced","present","Mood=Ind|Tense=Past|VerbForm=Fin"
"268","VI_033_820",1192,1,"we could shred some carrots in there too for extra veggies","displaced","displaced","VerbForm=Fin"
"269","TD_444_402",412,1,"how do I","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"270","TD_445_217",1137,1,"Im trying to remember what number my mother said","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"271","VI_005_263",551,1,"<BillieJean was not my lover oh> = sings","displaced","displaced","Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin"
"272","VI_037_868",37,1,"<I dont know what to do I> = sings","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"273","VI_008_707",552,1,"um did they fill it anyway","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"274","TD_465_541",384,1,"its time for you to close your eyes","uncategorized","present","VerbForm=Inf"
"275","TD_473_844",1106,1,"the farm raises farm animals there","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"276","VI_008_707",1321,1,"yeah heres a bite","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"277","VI_008_707",591,1,"all I did was grill them mm mm","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"278","TD_448_304",108,1,"are these uh n no extra larges","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"279","TD_436_678",1708,1,"<I want to go> = cries","displaced","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"280","VI_013_206",1102,1,"after you get ready","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"281","TD_443_341",917,1,"rub a dub a dub in a tub","uncategorized","present","VerbForm=Inf"
"282","TD_436_678",2197,1,"need","present","uncategorized","Mood=Ind|Tense=Pres|VerbForm=Fin"
"283","TD_472_829",1163,1,"what is that xxx","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"284","VI_033_820",1900,1,"Jack I brought up your three tl clothes","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"285","TD_463_254",503,1,"theres also a really great carrier called an ergo el rl gl ol","displaced","present","Mood=Ind|Tense=Past|VerbForm=Fin"
"286","VI_037_868",226,1,"big bears smells sugar and spice","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"287","VI_047_440",289,1,"what did you see","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"288","VI_047_440",451,1,"Im gonna lift you up baby","displaced","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"289","TD_477_217",360,1,"I didnt say anything","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"290","TD_436_678",845,1,"okay alright come on","displaced","displaced","VerbForm=Fin"
"291","VI_012_562",801,1,"=gasps","present",NA,"Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"292","TD_473_844",368,1,"can you draw a star","displaced","displaced","VerbForm=Fin"
"293","VI_008_707",1038,1,"I thought you said you were tired","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"294","VI_012_562",1618,1,"Im a warrior Mama","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"295","VI_001_676",397,2,"going to eat your sopa okay","displaced","displaced","VerbForm=Ger"
"296","TD_444_402",520,1,"here eat my xxx","uncategorized","present","VerbForm=Inf"
"297","VI_047_440",687,1,"he has cool spots","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"298","VI_008_707",1312,2,"Im ready for bed now","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"299","VI_001_676",1432,1,"thats a five dollar bill","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"300","TD_449_716",467,1,"=cries","present",NA,"Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"301","TD_436_678",2173,1,"<wa> = imitatescrying","present","uncategorized","VerbForm=Ger"
"302","VI_012_562",1137,1,"is that","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"303","VI_015_195",569,1,"anything thats gonna you know make it easier xxx","displaced","displaced","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"304","TD_436_678",1935,1,"=cries","present",NA,"Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"305","VI_008_707",326,1,"there we go","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"306","VI_003_405",1378,1,"<long to be> = sings","uncategorized","displaced","VerbForm=Inf"
"307","VI_003_405",1272,1,"who went late","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"308","VI_037_868",209,1,"too soon to come in","uncategorized","displaced","VerbForm=Inf"
"309","VI_003_405",966,1,"yeah I know","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"310","VI_001_676",1483,2,"you all need glasses","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"311","VI_014_242",286,1,"so I fed him about an hour ago","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"312","TD_463_254",320,1,"but thankfully its not too long bad for too long","present","displaced","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"313","TD_448_304",273,1,"flying baby","present","present","VerbForm=Ger"
"314","VI_015_195",437,2,"going","present","uncategorized","VerbForm=Ger"
"315","TD_463_254",224,1,"uh so we my husband and I were looking at each other like okay and then she","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"316","TD_445_217",41,1,"taking xxx Batman and Robin pull it right out from under Jokers feet","present","present","VerbForm=Ger"
"317","TD_436_678",1286,1,"we also have movies down in the childrens area","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"318","VI_033_820",865,1,"I dont know what you want","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"319","VI_008_707",628,1,"you picking it xxx","present","present","VerbForm=Ger"
"320","TD_472_829",528,1,"<nuh nuh> = makesnsound Nana","displaced","uncategorized","Tense=Past|VerbForm=Part"
"321","TD_465_541",605,1,"Id be on one end","uncategorized","displaced","VerbForm=Inf"
"322","VI_033_820",724,1,"did you go in your diaper","displaced","present","Mood=Ind|Tense=Past|VerbForm=Fin"
"323","VI_002_336",262,1,"because its closest to here","displaced","present","Mood=Ind|Tense=Past|VerbForm=Fin"
"324","VI_047_440",191,1,"gonna put your arm through","displaced","present","Abbr=Yes|Tense=Pres|VerbForm=Part"
"325","VI_012_562",1358,1,"is his diaper dirty or clean","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"326","VI_014_242",123,1,"and then were finished","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"327","VI_004_415",150,1,"theres nothing to be afraid of","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"328","VI_008_707",1147,1,"xxx to help you come in","uncategorized","uncategorized","VerbForm=Inf"
"329","VI_005_263",40,1,"alright well Ill Ill hold him til xxx","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"330","VI_033_820",1555,1,"<ah> = imitates you have a loud trumpet sound right","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"331","TD_463_254",359,1,"Mommy took away your fun its not cool","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"332","TD_448_304",393,1,"<whose name was Tiny Tim> = sings","displaced","displaced","Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin"
"333","VI_033_820",1330,1,"seven flowers growing in the ground","present","present","VerbForm=Ger"
"334","TD_473_844",1005,1,"shes getting a big girl","present","displaced","VerbForm=Ger"
"335","TD_474_966",342,1,"and what shape is it","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"336","VI_001_676",1870,1,"weve been trying it for years and then","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"337","VI_014_242",372,1,"but I bring up the dryer xxx","uncategorized","present","VerbForm=Inf"
"338","VI_012_562",855,1,"fell face forward and cut his lip on his his tooth cut his lip","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"339","VI_012_562",1543,1,"I put the present uh put them","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"340","VI_005_411",1208,1,"how does it look","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"341","TD_448_304",134,1,"looks a bit like a man whos like","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"342","TD_448_304",322,1,"I dont think so no <cuz>","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"343","TD_467_433",405,1,"there we go","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"344","VI_015_195",457,1,"were doing it all by ourself","displaced","present","Mood=Ind|Tense=Past|VerbForm=Fin"
"345","TD_436_678",227,1,"I dont know where Cape","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"346","TD_465_541",86,1,"lets get your cup","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"347","VI_002_336",1118,1,"lets go check that diaper","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"348","TD_449_716",428,1,"its gonna be hard now","displaced","displaced","Abbr=Yes|Tense=Pres|VerbForm=Part"
"349","TD_465_541",444,1,"can you remember discovering your favorite foods","displaced","displaced","VerbForm=Fin"
"350","TD_474_966",206,2,"because theres the baby that comes out of the eggs","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"351","TD_445_217",1880,1,"Mom I want more","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"352","TD_467_433",598,1,"and you dont like this to happen","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"353","TD_465_541",77,1,"theres no baby in there","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"354","TD_477_217",73,1,"so we can do it","displaced","displaced","VerbForm=Fin"
"355","TD_474_966",368,1,"and you heard what I said you must keep out of sight","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"356","VI_013_206",1091,1,"are you taking your socks off again","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"357","TD_475_481",43,1,"where you going","present","present","VerbForm=Ger"
"358","TD_444_402",100,1,"it bounced off her head and she went <eh> = imitates","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"359","VI_005_263",43,1,"=grunts there we go okay","present",NA,"Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"360","TD_477_217",708,1,"mm over there is ours","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"361","TD_467_433",128,1,"Im gonna get you","displaced","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"362","TD_473_844",392,1,"you want all your rubber duckies","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"363","TD_448_304",243,1,"I its over here extra larges","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"364","VI_008_707",1863,1,"I dont think it xxx a private xxx","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"365","TD_436_678",1314,1,"kitty theres a bad <ol>","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"366","TD_444_402",231,1,"xxx how you doing","uncategorized","present","Tense=Pres|VerbForm=Part"
"367","VI_005_411",491,1,"wow Venus is the hottest planet in the solar system","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"368","TD_444_402",269,3,"Im like","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"369","TD_445_217",525,1,"so we have the olive bread from Trader Joes","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"370","TD_444_402",167,1,"I mean it","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"371","TD_472_829",1021,1,"you say it","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"372","TD_467_433",139,1,"I think he wants his coat on now","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"373","VI_001_676",819,1,"you put JohnnyJohnny","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"374","VI_012_562",1176,1,"we could put his paciec there because he knows what that is","displaced","displaced","VerbForm=Fin"
"375","TD_436_678",1547,1,"that is still pretty hot","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"376","VI_007_204",241,1,"well at least you can go in late tomorrow","displaced","displaced","VerbForm=Fin"
"377","TD_477_217",238,1,"he pulled xxx the pork","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"378","VI_047_440",383,1,"that I was leaving =laughs","displaced","displaced","Mood=Ind|Number=Sing|Person=1|Tense=Past|VerbForm=Fin"
"379","VI_015_195",418,1,"like its definitely not cool enough yet to where you can you just have your doors open","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"380","VI_013_206",1979,1,"whoa I see","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"381","VI_007_204",149,1,"hey whats the problem","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"382","TD_467_433",321,1,"yeah I would like to have a tree and we like Christmas at our home","displaced","displaced","VerbForm=Fin"
"383","VI_012_562",1828,1,"so I know he can crawl xxx pick up triangles xxx","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"384","TD_467_433",370,1,"who is that baby","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"385","TD_443_341",456,1,"I just wanna know maybe going forward","displaced","displaced","Abbr=Yes|Mood=Ind|Tense=Pres|VerbForm=Fin"
"386","VI_004_415",73,1,"I would love that","displaced","displaced","VerbForm=Fin"
"387","TD_448_304",423,1,"=gasps ah do ah do ah do ah do","present",NA,"Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"388","VI_037_868",257,1,"he blows out the candle with a <pff> = makesblowingnoise of air","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"389","TD_464_188",409,2,"=crying","present",NA,"VerbForm=Ger"
"390","VI_015_195",424,1,"my its getting late","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"391","VI_003_405",535,1,"xxx put it right here","displaced","present","Mood=Ind|Tense=Past|VerbForm=Fin"
"392","VI_047_440",185,1,"I love you","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"393","TD_464_188",252,1,"yeah but Amelia didnt help xxx","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"394","TD_472_829",1045,1,"you need a tissue","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"395","VI_015_195",398,1,"oh are they","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"396","VI_013_206",1833,1,"<went up the spout again> = sings","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"397","TD_465_541",78,1,"thats a book","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"398","TD_444_402",169,1,"I mean it","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"399","TD_443_341",79,1,"<do do do do do> = sings","present","uncategorized","Mood=Ind|Tense=Pres|VerbForm=Fin"
"400","VI_002_336",1100,1,"she loves that","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"401","VI_047_440",542,1,"okay I havent put anything on","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"402","TD_448_304",337,1,"I have a lot of clothes but not as many as I once had","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"403","VI_003_405",700,1,"xxx is it <playin> playing","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"404","TD_445_217",2030,1,"I dont like xxx","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"405","TD_436_678",400,1,"you can choose one","displaced","present","VerbForm=Fin"
"406","TD_464_188",269,1,"Sunny found out that she has wait or how many","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"407","TD_445_217",516,1,"have them","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"408","VI_012_562",597,1,"yeah theres some chippiesc in there","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"409","TD_436_678",685,1,"that doesnt help Jane","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"410","TD_445_217",1044,1,"because as weve discovered","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"411","VI_005_263",153,1,"thinking","present","present","VerbForm=Ger"
"412","TD_465_541",380,1,"your day has been so busy now its time for you to rest","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"413","VI_047_440",381,1,"its just its really not and I cant control what my boss says I cant control the fact that I gave you notice","present","displaced","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"414","VI_014_242",188,1,"or sounding terrible","present","present","VerbForm=Ger"
"415","VI_008_707",1436,1,"like so I put a al in it","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"416","VI_033_820",1,1,"what is that your new desk","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"417","TD_467_433",225,1,"is it I think its a cigar","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"418","VI_013_206",998,1,"<Mama loves her babies> = sings","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"419","TD_464_188",262,1,"you know sometimes shell even call me Mom","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"420","VI_001_676",2142,1,"dont say that","present","uncategorized","Mood=Ind|Tense=Pres|VerbForm=Fin"
"421","VI_005_263",827,1,"I can do two trees xxx","displaced","displaced","VerbForm=Fin"
"422","TD_445_217",209,1,"xxx theyre waiting for a xxx announcement","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"423","TD_465_541",404,1,"can you kick the ball","displaced","present","VerbForm=Fin"
"424","TD_443_341",292,1,"<well everyday you can> = sings","displaced","present","VerbForm=Fin"
"425","VI_033_820",1955,1,"Jack could you be hey hey hey","displaced","displaced","VerbForm=Fin"
"426","TD_448_304",192,1,"you only use xxx","uncategorized","present","VerbForm=Inf"
"427","TD_463_254",148,1,"Daddy how was your day","displaced","displaced","Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin"
"428","VI_015_195",35,1,"when shes in tummy time","present","displaced","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"429","TD_447_448",55,1,"theyve got experience theyre going to want to know why and really the test xxx","displaced","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"430","TD_464_188",171,1,"alright lets get your hair xxx and well go real quick hang on","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"431","VI_013_206",345,1,"so we can bounce bounce bounce","displaced","present","VerbForm=Fin"
"432","VI_047_440",26,1,"oh yeah I forgot about that","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"433","VI_033_820",901,1,"want toys","displaced","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"434","VI_002_336",1133,1,"whats going on here","present","present","VerbForm=Ger"
"435","TD_443_341",534,1,"and then we let everything in the past go","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"436","VI_013_206",1040,1,"and then we gotta figure out what youre gonna wear today um at lunch","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"437","TD_474_966",375,1,"whats that","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"438","TD_447_448",24,1,"he didnt really say much","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"439","VI_015_195",492,1,"so I got to hold her for a few minutes xxx and","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"440","VI_015_195",276,1,"um they usually have them closed more","uncategorized","displaced","VerbForm=Inf"
"441","TD_465_541",100,1,"would that fit there","displaced","displaced","VerbForm=Fin"
"442","VI_012_562",603,1,"did you lock us out","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"443","TD_443_341",543,1,"well I know that","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"444","VI_008_707",1388,1,"you picked them all up already","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"445","VI_003_405",544,1,"I know","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"446","TD_449_716",178,1,"Oscar is green","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"447","VI_002_336",1172,1,"no he just calls it","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"448","TD_449_716",120,1,"yeah I usually l I mean I usually look","displaced","present","VerbForm=Fin"
"449","TD_436_678",163,1,"are you thirsty","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"450","VI_014_242",119,1,"is stand up and Ill show you","present","displaced","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"451","TD_444_402",144,1,"I know","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"452","TD_436_678",652,1,"I locked that door babe","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"453","VI_008_707",978,1,"can I read it","displaced","displaced","VerbForm=Fin"
"454","VI_014_242",106,1,"no youd be so stuffed","uncategorized","displaced","VerbForm=Inf"
"455","TD_449_716",179,1,"Grover loves blue","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"456","VI_015_195",510,1,"she is looking around","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"457","TD_467_433",337,1,"pants are too small now","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"458","VI_033_820",237,1,"well Ill tell you exactly what it ends up being but I think its supposed to be like a dollar twenty or xxx","displaced","displaced","VerbForm=Fin"
"459","VI_047_440",519,1,"she got blue finger nails thats right","displaced","present","Mood=Ind|Tense=Past|VerbForm=Fin"
"460","VI_012_562",1549,1,"hes gonna stop your presents right there","displaced","displaced","Abbr=Yes|Tense=Pres|VerbForm=Part"
"461","VI_008_707",1306,1,"and he was like","displaced","displaced","Mood=Ind|Number=Sing|Person=3|Tense=Past|VerbForm=Fin"
"462","TD_474_966",401,1,"its a family tradition when they go away to buy some gifts to remember their stay","present","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"463","VI_005_411",1143,1,"are you smiling at Miles","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"464","TD_443_341",657,1,"then the girls are all gonna get older","displaced","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"465","VI_008_707",933,1,"=gasps trick or treat","present",NA,"Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"466","TD_445_217",2249,1,"whered you put it","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"467","VI_002_336",477,1,"I know","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"468","VI_003_405",25,1,"this is my favorite song she sings","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"469","VI_033_820",964,1,"play with the beans","uncategorized","uncategorized","VerbForm=Inf"
"470","VI_008_707",674,1,"I mean really","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"471","VI_033_820",120,1,"but maybe when hes sixteen","present","displaced","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"472","TD_447_448",1180,1,"I wanna I want to xxx","displaced","displaced","Mood=Ind|Tense=Pres|VerbForm=Fin"
"473","VI_003_405",520,1,"I didnt bring her a surprise","displaced","displaced","Mood=Ind|Tense=Past|VerbForm=Fin"
"474","TD_477_217",409,1,"<must be> = sings","displaced","displaced","VerbForm=Fin"
"475","TD_444_402",533,1,"I like you","present","present","Mood=Ind|Tense=Pres|VerbForm=Fin"
"476","VI_008_707",716,1,"is the jab giant jumparee scary","present","present","Mood=Ind|Number=Sing|Person=3|Tense=Pres|VerbForm=Fin"
"477","VI_012_562",497,1,"yeah it should have been delivered","displaced","displaced","VerbForm=Fin"
